0.000012 94.999996
0.000025 94.999992
0.000038 94.999988
0.000051 94.999984
0.000064 94.999980
0.000077 94.999976
0.000090 94.999972
% ...
0.001104 94.999660
0.001117 94.999656
0.001130 94.999652
0.001143 94.999648
0.001156 94.999644
0.079512 92.604854
0.079825 92.604762
